MVNR01018673.1	orpheusFish_scaffold18673
MVNR01025768.1	NW_019054884.1
MVNR01022082.1	NW_019051198.1
MVNR01014400.1	orpheusFish_scaffold14400
MVNR01008252.1	NW_019037368.1
MVNR01011456.1	NW_019040572.1
MVNR01006723.1	orpheusFish_scaffold6723
MVNR01029631.1	orpheusFish_scaffold29631
MVNR01019599.1	NW_019048715.1
MVNR01002703.1	NW_019031819.1
MVNR01015989.1	NW_019045105.1
MVNR01026601.1	NW_019055717.1
MVNR01012559.1	orpheusFish_scaffold12559
MVNR01016076.1	orpheusFish_scaffold16076
MVNR01018951.1	NW_019048067.1
MVNR01008018.1	orpheusFish_scaffold8018
MVNR01019437.1	NW_019048553.1
MVNR01003806.1	NW_019032922.1
MVNR01026782.1	orpheusFish_scaffold26782
MVNR01023785.1	orpheusFish_scaffold23785
MVNR01013032.1	orpheusFish_scaffold13032
MVNR01024319.1	orpheusFish_scaffold24319
MVNR01020408.1	NW_019049524.1
MVNR01015444.1	NW_019044560.1
MVNR01021182.1	NW_019050298.1
MVNR01019195.1	NW_019048311.1
MVNR01016892.1	NW_019046008.1
MVNR01022682.1	orpheusFish_scaffold22682
MVNR01018178.1	orpheusFish_scaffold18178
MVNR01012568.1	NW_019041684.1
MVNR01004781.1	orpheusFish_scaffold4781
MVNR01019943.1	NW_019049059.1
MVNR01023568.1	NW_019052684.1
MVNR01003093.1	orpheusFish_scaffold3093
MVNR01018889.1	orpheusFish_scaffold18889
MVNR01002100.1	orpheusFish_scaffold2100
MVNR01020179.1	NW_019049295.1
MVNR01017410.1	NW_019046526.1
MVNR01005595.1	NW_019034711.1
MVNR01012250.1	orpheusFish_scaffold12250
MVNR01014618.1	NW_019043734.1
MVNR01013717.1	orpheusFish_scaffold13717
MVNR01002887.1	orpheusFish_scaffold2887
MVNR01006692.1	NW_019035808.1
MVNR01020515.1	orpheusFish_scaffold20515
MVNR01017131.1	orpheusFish_scaffold17131
MVNR01008690.1	orpheusFish_scaffold8690
MVNR01009446.1	NW_019038562.1
MVNR01004453.1	NW_019033569.1
MVNR01015810.1	orpheusFish_scaffold15810
MVNR01001982.1	orpheusFish_scaffold1982
MVNR01009105.1	orpheusFish_scaffold9105
MVNR01011127.1	NW_019040243.1
MVNR01002794.1	orpheusFish_scaffold2794
MVNR01005131.1	NW_019034247.1
MVNR01000490.1	orpheusFish_scaffold490
MVNR01022149.1	orpheusFish_scaffold22149
MVNR01002566.1	orpheusFish_scaffold2566
MVNR01017155.1	orpheusFish_scaffold17155
MVNR01000009.1	NW_019029125.1
MVNR01005122.1	orpheusFish_scaffold5122
MVNR01028092.1	orpheusFish_scaffold28092
MVNR01027664.1	orpheusFish_scaffold27664
MVNR01000235.1	NW_019029351.1
MVNR01001162.1	NW_019030278.1
MVNR01023004.1	orpheusFish_scaffold23004
MVNR01014720.1	NW_019043836.1
MVNR01021743.1	NW_019050859.1
MVNR01015192.1	NW_019044308.1
MVNR01009999.1	orpheusFish_scaffold9999
MVNR01025826.1	NW_019054942.1
MVNR01013687.1	NW_019042803.1
MVNR01005364.1	orpheusFish_scaffold5364
MVNR01015284.1	orpheusFish_scaffold15284
MVNR01025695.1	orpheusFish_scaffold25695
MVNR01026973.1	NW_019056089.1
MVNR01005057.1	NW_019034173.1
MVNR01015433.1	orpheusFish_scaffold15433
MVNR01007342.1	NW_019036458.1
MVNR01003940.1	orpheusFish_scaffold3940
MVNR01018346.1	NW_019047462.1
MVNR01011474.1	NW_019040590.1
MVNR01029036.1	NW_019058152.1
MVNR01029088.1	orpheusFish_scaffold29088
MVNR01010976.1	orpheusFish_scaffold10976
MVNR01022164.1	orpheusFish_scaffold22164
MVNR01025598.1	NW_019054714.1
MVNR01017228.1	orpheusFish_scaffold17228
MVNR01005930.1	NW_019035046.1
MVNR01011120.1	orpheusFish_scaffold11120
MVNR01028440.1	orpheusFish_scaffold28440
MVNR01029672.1	orpheusFish_scaffold29672
MVNR01019837.1	NW_019048953.1
MVNR01028319.1	NW_019057435.1
MVNR01001600.1	orpheusFish_scaffold1600
MVNR01000578.1	NW_019029694.1
MVNR01012117.1	NW_019041233.1
MVNR01010963.1	NW_019040079.1
MVNR01001210.1	NW_019030326.1
MVNR01029887.1	orpheusFish_scaffold29887
MVNR01024481.1	NW_019053597.1
MVNR01020425.1	NW_019049541.1
MVNR01003764.1	NW_019032880.1
MVNR01020301.1	orpheusFish_scaffold20301
MVNR01006522.1	orpheusFish_scaffold6522
MVNR01005821.1	orpheusFish_scaffold5821
MVNR01026855.1	orpheusFish_scaffold26855
MVNR01002434.1	orpheusFish_scaffold2434
MVNR01013339.1	orpheusFish_scaffold13339
MVNR01016450.1	orpheusFish_scaffold16450
MVNR01000687.1	NW_019029803.1
MVNR01007757.1	orpheusFish_scaffold7757
MVNR01004858.1	NW_019033974.1
MVNR01027607.1	NW_019056723.1
MVNR01015434.1	orpheusFish_scaffold15434
MVNR01021068.1	NW_019050184.1
MVNR01001879.1	orpheusFish_scaffold1879
MVNR01014286.1	NW_019043402.1
MVNR01021736.1	orpheusFish_scaffold21736
MVNR01003270.1	NW_019032386.1
MVNR01001000.1	orpheusFish_scaffold1000
MVNR01028373.1	NW_019057489.1
MVNR01004796.1	NW_019033912.1
MVNR01005471.1	NW_019034587.1
MVNR01014789.1	NW_019043905.1
MVNR01009045.1	NW_019038161.1
MVNR01006559.1	NW_019035675.1
MVNR01018813.1	orpheusFish_scaffold18813
MVNR01017548.1	orpheusFish_scaffold17548
MVNR01001095.1	NW_019030211.1
MVNR01010662.1	orpheusFish_scaffold10662
MVNR01025326.1	orpheusFish_scaffold25326
MVNR01014324.1	NW_019043440.1
MVNR01008528.1	orpheusFish_scaffold8528
MVNR01000341.1	orpheusFish_scaffold341
MVNR01019241.1	orpheusFish_scaffold19241
MVNR01011504.1	orpheusFish_scaffold11504
MVNR01007470.1	orpheusFish_scaffold7470
MVNR01014107.1	NW_019043223.1
MVNR01018385.1	NW_019047501.1
MVNR01010200.1	NW_019039316.1
MVNR01016256.1	NW_019045372.1
MVNR01024609.1	NW_019053725.1
MVNR01005292.1	NW_019034408.1
MVNR01012581.1	orpheusFish_scaffold12581
MVNR01001615.1	orpheusFish_scaffold1615
MVNR01018475.1	NW_019047591.1
MVNR01013030.1	NW_019042146.1
MVNR01023257.1	orpheusFish_scaffold23257
MVNR01017988.1	NW_019047104.1
MVNR01025395.1	NW_019054511.1
MVNR01010569.1	orpheusFish_scaffold10569
MVNR01027498.1	NW_019056614.1
MVNR01005476.1	NW_019034592.1
MVNR01004686.1	orpheusFish_scaffold4686
MVNR01017367.1	NW_019046483.1
MVNR01009687.1	NW_019038803.1
MVNR01004374.1	orpheusFish_scaffold4374
MVNR01005648.1	orpheusFish_scaffold5648
MVNR01009681.1	NW_019038797.1
MVNR01021649.1	NW_019050765.1
MVNR01015015.1	orpheusFish_scaffold15015
MVNR01024369.1	orpheusFish_scaffold24369
MVNR01008076.1	orpheusFish_scaffold8076
MVNR01003047.1	NW_019032163.1
MVNR01010042.1	orpheusFish_scaffold10042
MVNR01002166.1	NW_019031282.1
MVNR01023823.1	orpheusFish_scaffold23823
MVNR01015439.1	NW_019044555.1
MVNR01029731.1	orpheusFish_scaffold29731
MVNR01002870.1	orpheusFish_scaffold2870
MVNR01018237.1	orpheusFish_scaffold18237
MVNR01002893.1	orpheusFish_scaffold2893
MVNR01015440.1	orpheusFish_scaffold15440
MVNR01010285.1	NW_019039401.1
MVNR01013631.1	NW_019042747.1
MVNR01030139.1	orpheusFish_scaffold30139
MVNR01018775.1	NW_019047891.1
MVNR01026616.1	orpheusFish_scaffold26616
MVNR01019905.1	NW_019049021.1
MVNR01016634.1	orpheusFish_scaffold16634
MVNR01029426.1	NW_019058542.1
MVNR01003463.1	NW_019032579.1
MVNR01014102.1	NW_019043218.1
MVNR01011002.1	orpheusFish_scaffold11002
MVNR01015797.1	orpheusFish_scaffold15797
MVNR01023397.1	orpheusFish_scaffold23397
MVNR01010419.1	NW_019039535.1
MVNR01020680.1	NW_019049796.1
MVNR01004103.1	orpheusFish_scaffold4103
MVNR01022769.1	orpheusFish_scaffold22769
MVNR01005851.1	NW_019034967.1
MVNR01000541.1	orpheusFish_scaffold541
MVNR01017050.1	NW_019046166.1
MVNR01006346.1	NW_019035462.1
MVNR01017481.1	orpheusFish_scaffold17481
MVNR01005901.1	orpheusFish_scaffold5901
MVNR01008713.1	NW_019037829.1
MVNR01025291.1	NW_019054407.1
MVNR01007785.1	NW_019036901.1
MVNR01020813.1	orpheusFish_scaffold20813
MVNR01009838.1	NW_019038954.1
MVNR01002588.1	orpheusFish_scaffold2588
MVNR01023906.1	NW_019053022.1
MVNR01017425.1	NW_019046541.1
MVNR01029889.1	orpheusFish_scaffold29889
MVNR01017169.1	NW_019046285.1
MVNR01026260.1	NW_019055376.1
MVNR01022372.1	NW_019051488.1
MVNR01021280.1	NW_019050396.1
MVNR01008004.1	orpheusFish_scaffold8004
MVNR01010237.1	NW_019039353.1
MVNR01015867.1	NW_019044983.1
MVNR01017926.1	orpheusFish_scaffold17926
MVNR01026058.1	NW_019055174.1
MVNR01020109.1	NW_019049225.1
MVNR01023822.1	orpheusFish_scaffold23822
MVNR01005230.1	NW_019034346.1
MVNR01017074.1	NW_019046190.1
MVNR01011306.1	NW_019040422.1
MVNR01019181.1	NW_019048297.1
MVNR01015535.1	orpheusFish_scaffold15535
MVNR01029285.1	NW_019058401.1
MVNR01011416.1	orpheusFish_scaffold11416
MVNR01011216.1	NW_019040332.1
MVNR01003186.1	NW_019032302.1
MVNR01023418.1	orpheusFish_scaffold23418
MVNR01030403.1	orpheusFish_scaffold30403
MVNR01012613.1	orpheusFish_scaffold12613
MVNR01022368.1	NW_019051484.1
MVNR01015229.1	orpheusFish_scaffold15229
MVNR01001670.1	orpheusFish_scaffold1670
MVNR01011986.1	orpheusFish_scaffold11986
MVNR01023659.1	NW_019052775.1
MVNR01025576.1	NW_019054692.1
MVNR01007466.1	orpheusFish_scaffold7466
MVNR01000685.1	NW_019029801.1
MVNR01006375.1	orpheusFish_scaffold6375
MVNR01008116.1	NW_019037232.1
MVNR01021856.1	NW_019050972.1
MVNR01016160.1	orpheusFish_scaffold16160
MVNR01030308.1	orpheusFish_scaffold30308
MVNR01013975.1	orpheusFish_scaffold13975
MVNR01019660.1	NW_019048776.1
MVNR01019096.1	NW_019048212.1
MVNR01025228.1	NW_019054344.1
MVNR01011347.1	orpheusFish_scaffold11347
MVNR01009957.1	orpheusFish_scaffold9957
MVNR01003457.1	orpheusFish_scaffold3457
MVNR01014954.1	orpheusFish_scaffold14954
MVNR01017496.1	orpheusFish_scaffold17496
MVNR01029235.1	orpheusFish_scaffold29235
MVNR01015063.1	NW_019044179.1
MVNR01004564.1	orpheusFish_scaffold4564
MVNR01022877.1	orpheusFish_scaffold22877
MVNR01018363.1	NW_019047479.1
MVNR01005575.1	orpheusFish_scaffold5575
MVNR01011351.1	NW_019040467.1
MVNR01024703.1	NW_019053819.1
MVNR01019716.1	NW_019048832.1
MVNR01000215.1	NW_019029331.1
MVNR01001432.1	orpheusFish_scaffold1432
MVNR01005853.1	NW_019034969.1
MVNR01013874.1	NW_019042990.1
MVNR01016020.1	NW_019045136.1
MVNR01002251.1	NW_019031367.1
MVNR01016562.1	NW_019045678.1
MVNR01014644.1	NW_019043760.1
MVNR01023441.1	NW_019052557.1
MVNR01029430.1	orpheusFish_scaffold29430
MVNR01012333.1	orpheusFish_scaffold12333
MVNR01007595.1	orpheusFish_scaffold7595
MVNR01003594.1	orpheusFish_scaffold3594
MVNR01023629.1	orpheusFish_scaffold23629
MVNR01000410.1	orpheusFish_scaffold410
MVNR01001873.1	orpheusFish_scaffold1873
MVNR01024151.1	NW_019053267.1
MVNR01006662.1	NW_019035778.1
MVNR01027130.1	orpheusFish_scaffold27130
MVNR01027990.1	orpheusFish_scaffold27990
MVNR01000536.1	NW_019029652.1
MVNR01007652.1	orpheusFish_scaffold7652
MVNR01014467.1	orpheusFish_scaffold14467
MVNR01008422.1	orpheusFish_scaffold8422
MVNR01021270.1	orpheusFish_scaffold21270
MVNR01007803.1	NW_019036919.1
MVNR01008768.1	NW_019037884.1
MVNR01010898.1	orpheusFish_scaffold10898
MVNR01017007.1	NW_019046123.1
MVNR01003025.1	orpheusFish_scaffold3025
MVNR01010025.1	orpheusFish_scaffold10025
MVNR01008813.1	orpheusFish_scaffold8813
MVNR01009045.1	orpheusFish_scaffold9045
MVNR01015997.1	orpheusFish_scaffold15997
MVNR01024641.1	NW_019053757.1
MVNR01001417.1	NW_019030533.1
MVNR01030113.1	NW_019059229.1
MVNR01004221.1	orpheusFish_scaffold4221
MVNR01019953.1	orpheusFish_scaffold19953
MVNR01004990.1	orpheusFish_scaffold4990
MVNR01001042.1	orpheusFish_scaffold1042
MVNR01018166.1	NW_019047282.1
MVNR01021061.1	orpheusFish_scaffold21061
MVNR01004702.1	orpheusFish_scaffold4702
MVNR01021734.1	NW_019050850.1
MVNR01007722.1	orpheusFish_scaffold7722
MVNR01000976.1	NW_019030092.1
MVNR01025813.1	NW_019054929.1
MVNR01026652.1	NW_019055768.1
MVNR01021440.1	NW_019050556.1
MVNR01025762.1	orpheusFish_scaffold25762
MVNR01009657.1	NW_019038773.1
MVNR01029768.1	NW_019058884.1
MVNR01026359.1	orpheusFish_scaffold26359
MVNR01004108.1	orpheusFish_scaffold4108
MVNR01013024.1	orpheusFish_scaffold13024
MVNR01005961.1	orpheusFish_scaffold5961
MVNR01027126.1	orpheusFish_scaffold27126
MVNR01013821.1	orpheusFish_scaffold13821
MVNR01010039.1	NW_019039155.1
MVNR01007170.1	orpheusFish_scaffold7170
MVNR01018734.1	NW_019047850.1
MVNR01014312.1	orpheusFish_scaffold14312
MVNR01011483.1	NW_019040599.1
MVNR01015080.1	orpheusFish_scaffold15080
MVNR01013420.1	NW_019042536.1
MVNR01012922.1	NW_019042038.1
MVNR01023275.1	NW_019052391.1
MVNR01006462.1	orpheusFish_scaffold6462
MVNR01003540.1	NW_019032656.1
MVNR01018252.1	NW_019047368.1
MVNR01017230.1	NW_019046346.1
MVNR01005135.1	NW_019034251.1
MVNR01007816.1	orpheusFish_scaffold7816
MVNR01016738.1	NW_019045854.1
MVNR01030332.1	orpheusFish_scaffold30332
MVNR01005104.1	orpheusFish_scaffold5104
MVNR01009622.1	orpheusFish_scaffold9622
MVNR01002079.1	orpheusFish_scaffold2079
MVNR01005552.1	NW_019034668.1
MVNR01008741.1	orpheusFish_scaffold8741
MVNR01026936.1	NW_019056052.1
MVNR01029632.1	orpheusFish_scaffold29632
MVNR01027549.1	NW_019056665.1
MVNR01015602.1	NW_019044718.1
MVNR01024530.1	orpheusFish_scaffold24530
MVNR01010062.1	NW_019039178.1
MVNR01003372.1	orpheusFish_scaffold3372
MVNR01021243.1	orpheusFish_scaffold21243
MVNR01013101.1	NW_019042217.1
MVNR01012741.1	NW_019041857.1
MVNR01023601.1	NW_019052717.1
MVNR01027386.1	NW_019056502.1
MVNR01020953.1	NW_019050069.1
MVNR01015751.1	NW_019044867.1
MVNR01012224.1	NW_019041340.1
MVNR01003833.1	orpheusFish_scaffold3833
MVNR01022060.1	orpheusFish_scaffold22060
MVNR01018749.1	orpheusFish_scaffold18749
MVNR01028088.1	NW_019057204.1
MVNR01000620.1	orpheusFish_scaffold620
MVNR01014194.1	NW_019043310.1
MVNR01021173.1	NW_019050289.1
MVNR01012080.1	NW_019041196.1
MVNR01000072.1	NW_019029188.1
MVNR01005913.1	orpheusFish_scaffold5913
MVNR01007872.1	orpheusFish_scaffold7872
MVNR01018592.1	NW_019047708.1
MVNR01027177.1	NW_019056293.1
MVNR01028928.1	NW_019058044.1
MVNR01020937.1	NW_019050053.1
MVNR01021438.1	NW_019050554.1
MVNR01025495.1	NW_019054611.1
MVNR01021271.1	orpheusFish_scaffold21271
MVNR01010481.1	NW_019039597.1
MVNR01027977.1	orpheusFish_scaffold27977
MVNR01011762.1	NW_019040878.1
MVNR01026827.1	NW_019055943.1
MVNR01018023.1	NW_019047139.1
MVNR01004829.1	NW_019033945.1
MVNR01026941.1	orpheusFish_scaffold26941
MVNR01007903.1	orpheusFish_scaffold7903
MVNR01004608.1	NW_019033724.1
MVNR01021323.1	NW_019050439.1
MVNR01028042.1	orpheusFish_scaffold28042
MVNR01021782.1	orpheusFish_scaffold21782
MVNR01004281.1	orpheusFish_scaffold4281
MVNR01000076.1	orpheusFish_scaffold76
MVNR01017796.1	orpheusFish_scaffold17796
MVNR01021742.1	orpheusFish_scaffold21742
MVNR01010463.1	NW_019039579.1
MVNR01024308.1	NW_019053424.1
MVNR01028732.1	orpheusFish_scaffold28732
MVNR01004407.1	NW_019033523.1
MVNR01004152.1	NW_019033268.1
MVNR01020064.1	orpheusFish_scaffold20064
MVNR01008856.1	orpheusFish_scaffold8856
MVNR01019615.1	NW_019048731.1
MVNR01026458.1	orpheusFish_scaffold26458
MVNR01008931.1	NW_019038047.1
MVNR01023756.1	orpheusFish_scaffold23756
MVNR01008649.1	orpheusFish_scaffold8649
MVNR01013370.1	orpheusFish_scaffold13370
MVNR01007333.1	orpheusFish_scaffold7333
MVNR01025054.1	orpheusFish_scaffold25054
MVNR01023362.1	orpheusFish_scaffold23362
MVNR01008424.1	NW_019037540.1
MVNR01017913.1	NW_019047029.1
MVNR01028237.1	orpheusFish_scaffold28237
MVNR01015654.1	NW_019044770.1
MVNR01002223.1	NW_019031339.1
MVNR01026763.1	NW_019055879.1
MVNR01000930.1	NW_019030046.1
MVNR01003454.1	orpheusFish_scaffold3454
MVNR01019648.1	NW_019048764.1
MVNR01019121.1	NW_019048237.1
MVNR01009759.1	orpheusFish_scaffold9759
MVNR01021419.1	NW_019050535.1
MVNR01029538.1	NW_019058654.1
MVNR01013093.1	orpheusFish_scaffold13093
MVNR01029319.1	orpheusFish_scaffold29319
MVNR01009390.1	NW_019038506.1
MVNR01016640.1	NW_019045756.1
MVNR01020682.1	orpheusFish_scaffold20682
MVNR01015404.1	NW_019044520.1
MVNR01000394.1	orpheusFish_scaffold394
MVNR01006501.1	NW_019035617.1
MVNR01025970.1	orpheusFish_scaffold25970
MVNR01019163.1	orpheusFish_scaffold19163
MVNR01009278.1	NW_019038394.1
MVNR01023331.1	orpheusFish_scaffold23331
MVNR01012039.1	NW_019041155.1
MVNR01006544.1	NW_019035660.1
MVNR01005814.1	NW_019034930.1
MVNR01024766.1	NW_019053882.1
MVNR01027566.1	orpheusFish_scaffold27566
MVNR01007644.1	NW_019036760.1
MVNR01022397.1	orpheusFish_scaffold22397
MVNR01000347.1	NW_019029463.1
MVNR01003725.1	NW_019032841.1
MVNR01014195.1	NW_019043311.1
MVNR01024638.1	orpheusFish_scaffold24638
MVNR01008925.1	orpheusFish_scaffold8925
MVNR01003306.1	orpheusFish_scaffold3306
MVNR01004862.1	orpheusFish_scaffold4862
MVNR01017132.1	NW_019046248.1
MVNR01022827.1	orpheusFish_scaffold22827
MVNR01002729.1	NW_019031845.1
MVNR01028077.1	orpheusFish_scaffold28077
MVNR01008961.1	orpheusFish_scaffold8961
MVNR01006998.1	NW_019036114.1
MVNR01015207.1	orpheusFish_scaffold15207
MVNR01025472.1	orpheusFish_scaffold25472
MVNR01009741.1	orpheusFish_scaffold9741
MVNR01016161.1	NW_019045277.1
MVNR01023900.1	orpheusFish_scaffold23900
MVNR01026396.1	orpheusFish_scaffold26396
MVNR01013086.1	NW_019042202.1
MVNR01022836.1	orpheusFish_scaffold22836
MVNR01028805.1	orpheusFish_scaffold28805
MVNR01010080.1	NW_019039196.1
MVNR01007575.1	NW_019036691.1
MVNR01021714.1	NW_019050830.1
MVNR01025305.1	orpheusFish_scaffold25305
MVNR01011208.1	orpheusFish_scaffold11208
MVNR01001804.1	orpheusFish_scaffold1804
MVNR01023665.1	NW_019052781.1
MVNR01022789.1	NW_019051905.1
MVNR01016914.1	orpheusFish_scaffold16914
MVNR01029666.1	orpheusFish_scaffold29666
MVNR01023874.1	orpheusFish_scaffold23874
MVNR01021183.1	orpheusFish_scaffold21183
MVNR01006573.1	orpheusFish_scaffold6573
MVNR01012473.1	NW_019041589.1
MVNR01025491.1	NW_019054607.1
MVNR01017485.1	NW_019046601.1
MVNR01029116.1	NW_019058232.1
MVNR01023186.1	NW_019052302.1
MVNR01019051.1	orpheusFish_scaffold19051
MVNR01014658.1	NW_019043774.1
MVNR01029056.1	NW_019058172.1
MVNR01030162.1	orpheusFish_scaffold30162
MVNR01017212.1	NW_019046328.1
MVNR01007007.1	orpheusFish_scaffold7007
MVNR01015926.1	orpheusFish_scaffold15926
MVNR01011742.1	orpheusFish_scaffold11742
MVNR01028061.1	orpheusFish_scaffold28061
MVNR01022467.1	orpheusFish_scaffold22467
MVNR01000906.1	orpheusFish_scaffold906
MVNR01003023.1	orpheusFish_scaffold3023
MVNR01020409.1	orpheusFish_scaffold20409
MVNR01016162.1	orpheusFish_scaffold16162
MVNR01005461.1	NW_019034577.1
MVNR01021795.1	NW_019050911.1
MVNR01009468.1	orpheusFish_scaffold9468
MVNR01009360.1	NW_019038476.1
MVNR01001560.1	orpheusFish_scaffold1560
MVNR01012668.1	orpheusFish_scaffold12668
MVNR01008908.1	NW_019038024.1
MVNR01016316.1	orpheusFish_scaffold16316
MVNR01007203.1	NW_019036319.1
MVNR01005794.1	NW_019034910.1
MVNR01001974.1	orpheusFish_scaffold1974
MVNR01029815.1	orpheusFish_scaffold29815
MVNR01027266.1	orpheusFish_scaffold27266
MVNR01001327.1	orpheusFish_scaffold1327
MVNR01003794.1	NW_019032910.1
MVNR01008683.1	orpheusFish_scaffold8683
MVNR01014107.1	orpheusFish_scaffold14107
MVNR01015776.1	NW_019044892.1
MVNR01030141.1	NW_019059257.1
MVNR01005938.1	NW_019035054.1
MVNR01005917.1	NW_019035033.1
MVNR01002257.1	NW_019031373.1
MVNR01014249.1	NW_019043365.1
MVNR01012397.1	NW_019041513.1
MVNR01028970.1	orpheusFish_scaffold28970
MVNR01013877.1	orpheusFish_scaffold13877
MVNR01016002.1	orpheusFish_scaffold16002
MVNR01023561.1	NW_019052677.1
MVNR01012149.1	orpheusFish_scaffold12149
MVNR01004635.1	orpheusFish_scaffold4635
MVNR01020152.1	NW_019049268.1
MVNR01021801.1	NW_019050917.1
MVNR01002696.1	orpheusFish_scaffold2696
MVNR01008814.1	NW_019037930.1
MVNR01014823.1	NW_019043939.1
MVNR01002233.1	orpheusFish_scaffold2233
MVNR01027315.1	NW_019056431.1
MVNR01016675.1	orpheusFish_scaffold16675
MVNR01007402.1	orpheusFish_scaffold7402
MVNR01017664.1	orpheusFish_scaffold17664
MVNR01005978.1	NW_019035094.1
MVNR01028337.1	orpheusFish_scaffold28337
MVNR01024394.1	orpheusFish_scaffold24394
MVNR01012554.1	orpheusFish_scaffold12554
MVNR01025271.1	NW_019054387.1
MVNR01015089.1	NW_019044205.1
MVNR01010810.1	NW_019039926.1
MVNR01001103.1	NW_019030219.1
MVNR01007368.1	NW_019036484.1
MVNR01018117.1	NW_019047233.1
MVNR01011241.1	NW_019040357.1
MVNR01018217.1	orpheusFish_scaffold18217
MVNR01006779.1	orpheusFish_scaffold6779
MVNR01007321.1	orpheusFish_scaffold7321
MVNR01024587.1	orpheusFish_scaffold24587
MVNR01000307.1	orpheusFish_scaffold307
MVNR01025073.1	orpheusFish_scaffold25073
MVNR01011045.1	NW_019040161.1
MVNR01015470.1	orpheusFish_scaffold15470
MVNR01010467.1	NW_019039583.1
MVNR01016652.1	orpheusFish_scaffold16652
MVNR01025290.1	orpheusFish_scaffold25290
MVNR01017624.1	orpheusFish_scaffold17624
MVNR01011602.1	orpheusFish_scaffold11602
MVNR01013599.1	orpheusFish_scaffold13599
MVNR01000545.1	NW_019029661.1
MVNR01015164.1	orpheusFish_scaffold15164
MVNR01005014.1	NW_019034130.1
MVNR01006040.1	NW_019035156.1
MVNR01018674.1	NW_019047790.1
MVNR01013784.1	NW_019042900.1
MVNR01013120.1	orpheusFish_scaffold13120
MVNR01010386.1	orpheusFish_scaffold10386
MVNR01002353.1	NW_019031469.1
MVNR01005703.1	NW_019034819.1
MVNR01029810.1	orpheusFish_scaffold29810
MVNR01008563.1	orpheusFish_scaffold8563
MVNR01014461.1	orpheusFish_scaffold14461
MVNR01007596.1	orpheusFish_scaffold7596
MVNR01006047.1	orpheusFish_scaffold6047
MVNR01021987.1	NW_019051103.1
MVNR01021119.1	orpheusFish_scaffold21119
MVNR01003509.1	orpheusFish_scaffold3509
MVNR01023445.1	NW_019052561.1
MVNR01015411.1	NW_019044527.1
MVNR01011755.1	NW_019040871.1
MVNR01018355.1	orpheusFish_scaffold18355
MVNR01027237.1	orpheusFish_scaffold27237
MVNR01019038.1	NW_019048154.1
MVNR01009853.1	orpheusFish_scaffold9853
MVNR01013412.1	NW_019042528.1
MVNR01011580.1	orpheusFish_scaffold11580
MVNR01020494.1	orpheusFish_scaffold20494
MVNR01022588.1	NW_019051704.1
MVNR01008558.1	orpheusFish_scaffold8558
MVNR01015464.1	NW_019044580.1
MVNR01013753.1	NW_019042869.1
MVNR01020518.1	NW_019049634.1
MVNR01028348.1	NW_019057464.1
MVNR01003546.1	NW_019032662.1
MVNR01020925.1	NW_019050041.1
MVNR01026278.1	orpheusFish_scaffold26278
MVNR01019468.1	orpheusFish_scaffold19468
MVNR01028139.1	orpheusFish_scaffold28139
MVNR01021671.1	orpheusFish_scaffold21671
MVNR01003313.1	NW_019032429.1
MVNR01001215.1	NW_019030331.1
MVNR01020763.1	orpheusFish_scaffold20763
MVNR01013524.1	NW_019042640.1
MVNR01029068.1	NW_019058184.1
MVNR01022249.1	NW_019051365.1
MVNR01026097.1	orpheusFish_scaffold26097
MVNR01006551.1	NW_019035667.1
MVNR01016844.1	orpheusFish_scaffold16844
MVNR01000924.1	orpheusFish_scaffold924
MVNR01030087.1	NW_019059203.1
MVNR01004466.1	NW_019033582.1
MVNR01029944.1	orpheusFish_scaffold29944
MVNR01006338.1	orpheusFish_scaffold6338
MVNR01009807.1	orpheusFish_scaffold9807
MVNR01022770.1	orpheusFish_scaffold22770
MVNR01009333.1	orpheusFish_scaffold9333
MVNR01006282.1	orpheusFish_scaffold6282
MVNR01024280.1	orpheusFish_scaffold24280
MVNR01016169.1	NW_019045285.1
MVNR01020795.1	NW_019049911.1
MVNR01026538.1	orpheusFish_scaffold26538
MVNR01027840.1	orpheusFish_scaffold27840
MVNR01020513.1	NW_019049629.1
MVNR01004464.1	orpheusFish_scaffold4464
MVNR01017572.1	NW_019046688.1
MVNR01025659.1	orpheusFish_scaffold25659
