GL251067.1	NW_003276017.1
GL226756.1	NW_003251706.1
GL193831.1	NW_003218781.1
GL229751.1	NW_003254701.1
GL211220.1	NW_003236170.1
GL204717.1	NW_003229667.1
GL211804.1	NW_003236754.1
GL260549.1	NW_003285499.1
GL246638.1	NW_003271588.1
GL204659.1	NW_003229609.1
GL222092.1	NW_003247042.1
GL225408.1	NW_003250358.1
GL220323.1	NW_003245273.1
GL265891.1	NW_003290841.1
GL216549.1	NW_003241499.1
GL206361.1	NW_003231311.1
GL245851.1	NW_003270801.1
GL235335.1	NW_003260285.1
GL213134.1	NW_003238084.1
GL231999.1	NW_003256949.1
GL254413.1	NW_003279363.1
GL214698.1	NW_003239648.1
GL261594.1	NW_003286544.1
GL206527.1	NW_003231477.1
GL243005.1	NW_003267955.1
GL208299.1	NW_003233249.1
GL269173.1	NW_003294123.1
GL202267.1	NW_003227217.1
GL258002.1	NW_003282952.1
GL201002.1	NW_003225952.1
GL212344.1	NW_003237294.1
GL228185.1	NW_003253135.1
GL198760.1	NW_003223710.1
GL267615.1	NW_003292565.1
GL260625.1	NW_003285575.1
GL210500.1	NW_003235450.1
GL262219.1	NW_003287169.1
GL213503.1	NW_003238453.1
GL228952.1	NW_003253902.1
GL205816.1	NW_003230766.1
GL211780.1	NW_003236730.1
GL246618.1	NW_003271568.1
GL265604.1	NW_003290554.1
GL263021.1	NW_003287971.1
GL262312.1	NW_003287262.1
GL194578.1	NW_003219528.1
GL229501.1	NW_003254451.1
GL204503.1	NW_003229453.1
GL216248.1	NW_003241198.1
GL258136.1	NW_003283086.1
GL239373.1	NW_003264323.1
GL209170.1	NW_003234120.1
GL247807.1	NW_003272757.1
GL233719.1	NW_003258669.1
GL233134.1	NW_003258084.1
GL241821.1	NW_003266771.1
GL221944.1	NW_003246894.1
GL238260.1	NW_003263210.1
GL209426.1	NW_003234376.1
GL265920.1	NW_003290870.1
GL207521.1	NW_003232471.1
GL225474.1	NW_003250424.1
GL257001.1	NW_003281951.1
GL247242.1	NW_003272192.1
GL261968.1	NW_003286918.1
GL200790.1	NW_003225740.1
GL233283.1	NW_003258233.1
GL235664.1	NW_003260614.1
GL267903.1	NW_003292853.1
GL206424.1	NW_003231374.1
GL232907.1	NW_003257857.1
GL249515.1	NW_003274465.1
GL243830.1	NW_003268780.1
GL245108.1	NW_003270058.1
GL215670.1	NW_003240620.1
GL256505.1	NW_003281455.1
GL202956.1	NW_003227906.1
GL229000.1	NW_003253950.1
GL252989.1	NW_003277939.1
GL222053.1	NW_003247003.1
GL203515.1	NW_003228465.1
GL216299.1	NW_003241249.1
GL239920.1	NW_003264870.1
GL212252.1	NW_003237202.1
GL208667.1	NW_003233617.1
GL254346.1	NW_003279296.1
GL193774.1	NW_003218724.1
GL203728.1	NW_003228678.1
GL215792.1	NW_003240742.1
GL268589.1	NW_003293539.1
GL231322.1	NW_003256272.1
GL200474.1	NW_003225424.1
GL255719.1	NW_003280669.1
GL255006.1	NW_003279956.1
GL220959.1	NW_003245909.1
GL192464.1	NW_003217414.1
GL228413.1	NW_003253363.1
GL267999.1	NW_003292949.1
GL261757.1	NW_003286707.1
GL215335.1	NW_003240285.1
GL268014.1	NW_003292964.1
GL243345.1	NW_003268295.1
GL231286.1	NW_003256236.1
GL248099.1	NW_003273049.1
GL256070.1	NW_003281020.1
GL242391.1	NW_003267341.1
GL223805.1	NW_003248755.1
GL253250.1	NW_003278200.1
GL205896.1	NW_003230846.1
GL239295.1	NW_003264245.1
GL205273.1	NW_003230223.1
GL237154.1	NW_003262104.1
GL223861.1	NW_003248811.1
GL232963.1	NW_003257913.1
GL273598.1	NW_003298548.1
GL236287.1	NW_003261237.1
GL227963.1	NW_003252913.1
GL209231.1	NW_003234181.1
GL260213.1	NW_003285163.1
GL260897.1	NW_003285847.1
GL263468.1	NW_003288418.1
GL269328.1	NW_003294278.1
GL257221.1	NW_003282171.1
GL263098.1	NW_003288048.1
GL199595.1	NW_003224545.1
GL219082.1	NW_003244032.1
GL272952.1	NW_003297902.1
GL249839.1	NW_003274789.1
GL240600.1	NW_003265550.1
GL272094.1	NW_003297044.1
GL245812.1	NW_003270762.1
GL225512.1	NW_003250462.1
GL224431.1	NW_003249381.1
GL202905.1	NW_003227855.1
GL216229.1	NW_003241179.1
GL244807.1	NW_003269757.1
GL210889.1	NW_003235839.1
GL257173.1	NW_003282123.1
GL255236.1	NW_003280186.1
GL214046.1	NW_003238996.1
GL216515.1	NW_003241465.1
GL202511.1	NW_003227461.1
GL241300.1	NW_003266250.1
GL209565.1	NW_003234515.1
GL254176.1	NW_003279126.1
GL195515.1	NW_003220465.1
GL265012.1	NW_003289962.1
GL253791.1	NW_003278741.1
GL220805.1	NW_003245755.1
GL267485.1	NW_003292435.1
GL259077.1	NW_003284027.1
GL255424.1	NW_003280374.1
GL202480.1	NW_003227430.1
GL250131.1	NW_003275081.1
GL195369.1	NW_003220319.1
GL237984.1	NW_003262934.1
GL199260.1	NW_003224210.1
GL222169.1	NW_003247119.1
GL246079.1	NW_003271029.1
GL219906.1	NW_003244856.1
GL259804.1	NW_003284754.1
GL255961.1	NW_003280911.1
GL226929.1	NW_003251879.1
GL216236.1	NW_003241186.1
GL219318.1	NW_003244268.1
GL201443.1	NW_003226393.1
GL244919.1	NW_003269869.1
GL193818.1	NW_003218768.1
GL247970.1	NW_003272920.1
GL231060.1	NW_003256010.1
GL255822.1	NW_003280772.1
GL237086.1	NW_003262036.1
GL266969.1	NW_003291919.1
GL270786.1	NW_003295736.1
GL201889.1	NW_003226839.1
GL198943.1	NW_003223893.1
GL192981.1	NW_003217931.1
GL197765.1	NW_003222715.1
GL216448.1	NW_003241398.1
GL242547.1	NW_003267497.1
GL237411.1	NW_003262361.1
GL255343.1	NW_003280293.1
GL222969.1	NW_003247919.1
GL226089.1	NW_003251039.1
GL192720.1	NW_003217670.1
GL262859.1	NW_003287809.1
GL240005.1	NW_003264955.1
GL236676.1	NW_003261626.1
GL266747.1	NW_003291697.1
GL264690.1	NW_003289640.1
GL270417.1	NW_003295367.1
GL263722.1	NW_003288672.1
GL219055.1	NW_003244005.1
GL223214.1	NW_003248164.1
GL228577.1	NW_003253527.1
GL212059.1	NW_003237009.1
GL224176.1	NW_003249126.1
GL241566.1	NW_003266516.1
GL231246.1	NW_003256196.1
GL212693.1	NW_003237643.1
GL211800.1	NW_003236750.1
GL257631.1	NW_003282581.1
GL255823.1	NW_003280773.1
GL197355.1	NW_003222305.1
GL214668.1	NW_003239618.1
GL269884.1	NW_003294834.1
GL259641.1	NW_003284591.1
GL212715.1	NW_003237665.1
GL234786.1	NW_003259736.1
GL197784.1	NW_003222734.1
GL233399.1	NW_003258349.1
GL226663.1	NW_003251613.1
GL209799.1	NW_003234749.1
GL225784.1	NW_003250734.1
GL251055.1	NW_003276005.1
GL218974.1	NW_003243924.1
GL256282.1	NW_003281232.1
GL204120.1	NW_003229070.1
GL227994.1	NW_003252944.1
GL194466.1	NW_003219416.1
GL204012.1	NW_003228962.1
GL244953.1	NW_003269903.1
GL202017.1	NW_003226967.1
GL256162.1	NW_003281112.1
GL252590.1	NW_003277540.1
GL201549.1	NW_003226499.1
GL201854.1	NW_003226804.1
GL197735.1	NW_003222685.1
GL220067.1	NW_003245017.1
GL198278.1	NW_003223228.1
GL193719.1	NW_003218669.1
GL222104.1	NW_003247054.1
GL212826.1	NW_003237776.1
GL220266.1	NW_003245216.1
GL265303.1	NW_003290253.1
GL197171.1	NW_003222121.1
GL255552.1	NW_003280502.1
GL212031.1	NW_003236981.1
GL238667.1	NW_003263617.1
GL261581.1	NW_003286531.1
GL232280.1	NW_003257230.1
GL254899.1	NW_003279849.1
GL231321.1	NW_003256271.1
GL228239.1	NW_003253189.1
GL216242.1	NW_003241192.1
GL269031.1	NW_003293981.1
GL253561.1	NW_003278511.1
GL259803.1	NW_003284753.1
GL237869.1	NW_003262819.1
GL238901.1	NW_003263851.1
GL198248.1	NW_003223198.1
GL201619.1	NW_003226569.1
GL234479.1	NW_003259429.1
GL204534.1	NW_003229484.1
GL196749.1	NW_003221699.1
GL208484.1	NW_003233434.1
GL213743.1	NW_003238693.1
GL248153.1	NW_003273103.1
GL223403.1	NW_003248353.1
GL268963.1	NW_003293913.1
GL222512.1	NW_003247462.1
GL261975.1	NW_003286925.1
GL241849.1	NW_003266799.1
GL196545.1	NW_003221495.1
GL261863.1	NW_003286813.1
GL262262.1	NW_003287212.1
GL238359.1	NW_003263309.1
GL198454.1	NW_003223404.1
GL257263.1	NW_003282213.1
GL256887.1	NW_003281837.1
GL219336.1	NW_003244286.1
GL268528.1	NW_003293478.1
GL210932.1	NW_003235882.1
GL193098.1	NW_003218048.1
GL259462.1	NW_003284412.1
GL251063.1	NW_003276013.1
GL236760.1	NW_003261710.1
GL217768.1	NW_003242718.1
GL206010.1	NW_003230960.1
GL251347.1	NW_003276297.1
GL229292.1	NW_003254242.1
GL211995.1	NW_003236945.1
GL272406.1	NW_003297356.1
GL247731.1	NW_003272681.1
GL257395.1	NW_003282345.1
GL256055.1	NW_003281005.1
GL257190.1	NW_003282140.1
GL205119.1	NW_003230069.1
GL248611.1	NW_003273561.1
GL203705.1	NW_003228655.1
GL228088.1	NW_003253038.1
GL203751.1	NW_003228701.1
GL253553.1	NW_003278503.1
GL231547.1	NW_003256497.1
GL256724.1	NW_003281674.1
GL255011.1	NW_003279961.1
GL223376.1	NW_003248326.1
GL222892.1	NW_003247842.1
GL247318.1	NW_003272268.1
GL256453.1	NW_003281403.1
GL246278.1	NW_003271228.1
GL238849.1	NW_003263799.1
GL210813.1	NW_003235763.1
GL252395.1	NW_003277345.1
GL273086.1	NW_003298036.1
GL209900.1	NW_003234850.1
GL192492.1	NW_003217442.1
GL271412.1	NW_003296362.1
GL268332.1	NW_003293282.1
GL268552.1	NW_003293502.1
GL199347.1	NW_003224297.1
GL261841.1	NW_003286791.1
GL194353.1	NW_003219303.1
GL213378.1	NW_003238328.1
GL239685.1	NW_003264635.1
GL203125.1	NW_003228075.1
GL217177.1	NW_003242127.1
GL261742.1	NW_003286692.1
GL262103.1	NW_003287053.1
GL259361.1	NW_003284311.1
GL221690.1	NW_003246640.1
GL235198.1	NW_003260148.1
GL232239.1	NW_003257189.1
GL266782.1	NW_003291732.1
GL206853.1	NW_003231803.1
GL271674.1	NW_003296624.1
GL268918.1	NW_003293868.1
GL198804.1	NW_003223754.1
GL204977.1	NW_003229927.1
GL220773.1	NW_003245723.1
GL213306.1	NW_003238256.1
GL229647.1	NW_003254597.1
GL266519.1	NW_003291469.1
GL259344.1	NW_003284294.1
GL244950.1	NW_003269900.1
GL273350.1	NW_003298300.1
GL262150.1	NW_003287100.1
GL267925.1	NW_003292875.1
GL253767.1	NW_003278717.1
GL208026.1	NW_003232976.1
GL258125.1	NW_003283075.1
GL227876.1	NW_003252826.1
GL272926.1	NW_003297876.1
GL258656.1	NW_003283606.1
GL255804.1	NW_003280754.1
GL245165.1	NW_003270115.1
GL218486.1	NW_003243436.1
GL263767.1	NW_003288717.1
GL239525.1	NW_003264475.1
GL252279.1	NW_003277229.1
GL268392.1	NW_003293342.1
GL200071.1	NW_003225021.1
GL204772.1	NW_003229722.1
GL215596.1	NW_003240546.1
GL230080.1	NW_003255030.1
GL254337.1	NW_003279287.1
GL262709.1	NW_003287659.1
GL249344.1	NW_003274294.1
GL251215.1	NW_003276165.1
GL263947.1	NW_003288897.1
GL262728.1	NW_003287678.1
GL254268.1	NW_003279218.1
GL230779.1	NW_003255729.1
GL208366.1	NW_003233316.1
GL230085.1	NW_003255035.1
GL225530.1	NW_003250480.1
GL204516.1	NW_003229466.1
GL255990.1	NW_003280940.1
GL200643.1	NW_003225593.1
GL239256.1	NW_003264206.1
GL225981.1	NW_003250931.1
GL194728.1	NW_003219678.1
GL257462.1	NW_003282412.1
GL271947.1	NW_003296897.1
GL261558.1	NW_003286508.1
GL245854.1	NW_003270804.1
GL236214.1	NW_003261164.1
GL233406.1	NW_003258356.1
GL244219.1	NW_003269169.1
GL273765.1	NW_003298715.1
GL250890.1	NW_003275840.1
GL229672.1	NW_003254622.1
GL225600.1	NW_003250550.1
GL254625.1	NW_003279575.1
GL229969.1	NW_003254919.1
GL273760.1	NW_003298710.1
GL204657.1	NW_003229607.1
GL203410.1	NW_003228360.1
GL200017.1	NW_003224967.1
GL248446.1	NW_003273396.1
GL254209.1	NW_003279159.1
GL255710.1	NW_003280660.1
GL265981.1	NW_003290931.1
GL216387.1	NW_003241337.1
GL266840.1	NW_003291790.1
GL266079.1	NW_003291029.1
GL248997.1	NW_003273947.1
GL200185.1	NW_003225135.1
GL208871.1	NW_003233821.1
GL208270.1	NW_003233220.1
GL234773.1	NW_003259723.1
GL211364.1	NW_003236314.1
GL268550.1	NW_003293500.1
GL244618.1	NW_003269568.1
GL267799.1	NW_003292749.1
GL235562.1	NW_003260512.1
GL268901.1	NW_003293851.1
GL272134.1	NW_003297084.1
GL260939.1	NW_003285889.1
GL255049.1	NW_003279999.1
GL254610.1	NW_003279560.1
GL196425.1	NW_003221375.1
GL206489.1	NW_003231439.1
GL250233.1	NW_003275183.1
GL208711.1	NW_003233661.1
GL261944.1	NW_003286894.1
GL196267.1	NW_003221217.1
GL194665.1	NW_003219615.1
GL219467.1	NW_003244417.1
GL202093.1	NW_003227043.1
GL215517.1	NW_003240467.1
GL237157.1	NW_003262107.1
GL197394.1	NW_003222344.1
GL225326.1	NW_003250276.1
GL208647.1	NW_003233597.1
GL253267.1	NW_003278217.1
GL210418.1	NW_003235368.1
GL239320.1	NW_003264270.1
GL202078.1	NW_003227028.1
GL226901.1	NW_003251851.1
GL234925.1	NW_003259875.1
GL218632.1	NW_003243582.1
GL265381.1	NW_003290331.1
GL251005.1	NW_003275955.1
GL249383.1	NW_003274333.1
GL195843.1	NW_003220793.1
GL202306.1	NW_003227256.1
GL260896.1	NW_003285846.1
GL272318.1	NW_003297268.1
GL247595.1	NW_003272545.1
GL216414.1	NW_003241364.1
GL217321.1	NW_003242271.1
GL239196.1	NW_003264146.1
GL233295.1	NW_003258245.1
GL268097.1	NW_003293047.1
GL222058.1	NW_003247008.1
GL240286.1	NW_003265236.1
GL209552.1	NW_003234502.1
GL208308.1	NW_003233258.1
GL238587.1	NW_003263537.1
GL254997.1	NW_003279947.1
GL229243.1	NW_003254193.1
GL200564.1	NW_003225514.1
GL257606.1	NW_003282556.1
GL199544.1	NW_003224494.1
GL240651.1	NW_003265601.1
GL252825.1	NW_003277775.1
GL198822.1	NW_003223772.1
GL213994.1	NW_003238944.1
GL257147.1	NW_003282097.1
GL258660.1	NW_003283610.1
GL199598.1	NW_003224548.1
GL210463.1	NW_003235413.1
GL271847.1	NW_003296797.1
GL260557.1	NW_003285507.1
GL204112.1	NW_003229062.1
GL268492.1	NW_003293442.1
GL224518.1	NW_003249468.1
GL215148.1	NW_003240098.1
GL254414.1	NW_003279364.1
GL243169.1	NW_003268119.1
GL254222.1	NW_003279172.1
GL211728.1	NW_003236678.1
GL236801.1	NW_003261751.1
GL219249.1	NW_003244199.1
GL224847.1	NW_003249797.1
GL243731.1	NW_003268681.1
GL250380.1	NW_003275330.1
GL255224.1	NW_003280174.1
GL204525.1	NW_003229475.1
GL211319.1	NW_003236269.1
GL224961.1	NW_003249911.1
GL267320.1	NW_003292270.1
GL266462.1	NW_003291412.1
GL270377.1	NW_003295327.1
GL196298.1	NW_003221248.1
GL229605.1	NW_003254555.1
GL230541.1	NW_003255491.1
GL199369.1	NW_003224319.1
GL259965.1	NW_003284915.1
GL198584.1	NW_003223534.1
GL202197.1	NW_003227147.1
GL195401.1	NW_003220351.1
GL230105.1	NW_003255055.1
GL209860.1	NW_003234810.1
GL256350.1	NW_003281300.1
GL198130.1	NW_003223080.1
GL226711.1	NW_003251661.1
GL222606.1	NW_003247556.1
GL213023.1	NW_003237973.1
GL209111.1	NW_003234061.1
GL262097.1	NW_003287047.1
GL212197.1	NW_003237147.1
GL251383.1	NW_003276333.1
GL244609.1	NW_003269559.1
GL264444.1	NW_003289394.1
GL240321.1	NW_003265271.1
GL210300.1	NW_003235250.1
GL265397.1	NW_003290347.1
GL201825.1	NW_003226775.1
GL210978.1	NW_003235928.1
GL234804.1	NW_003259754.1
GL211442.1	NW_003236392.1
GL204216.1	NW_003229166.1
GL206164.1	NW_003231114.1
GL264077.1	NW_003289027.1
GL210790.1	NW_003235740.1
GL226682.1	NW_003251632.1
GL267026.1	NW_003291976.1
GL269042.1	NW_003293992.1
GL205235.1	NW_003230185.1
GL195580.1	NW_003220530.1
GL262770.1	NW_003287720.1
GL260943.1	NW_003285893.1
GL210218.1	NW_003235168.1
GL254513.1	NW_003279463.1
GL230986.1	NW_003255936.1
GL265274.1	NW_003290224.1
GL194884.1	NW_003219834.1
GL206117.1	NW_003231067.1
GL218128.1	NW_003243078.1
GL269244.1	NW_003294194.1
GL230877.1	NW_003255827.1
GL196506.1	NW_003221456.1
GL198372.1	NW_003223322.1
GL268893.1	NW_003293843.1
GL208012.1	NW_003232962.1
GL240748.1	NW_003265698.1
GL247571.1	NW_003272521.1
GL227952.1	NW_003252902.1
GL254066.1	NW_003279016.1
GL267110.1	NW_003292060.1
GL245605.1	NW_003270555.1
GL196371.1	NW_003221321.1
GL270750.1	NW_003295700.1
GL203239.1	NW_003228189.1
GL223520.1	NW_003248470.1
GL219803.1	NW_003244753.1
GL266327.1	NW_003291277.1
GL263034.1	NW_003287984.1
GL208294.1	NW_003233244.1
GL244165.1	NW_003269115.1
GL233902.1	NW_003258852.1
GL211693.1	NW_003236643.1
GL249671.1	NW_003274621.1
GL228620.1	NW_003253570.1
GL211232.1	NW_003236182.1
GL206055.1	NW_003231005.1
GL255589.1	NW_003280539.1
GL247337.1	NW_003272287.1
GL259723.1	NW_003284673.1
GL198147.1	NW_003223097.1
GL252207.1	NW_003277157.1
GL251396.1	NW_003276346.1
GL215120.1	NW_003240070.1
GL260492.1	NW_003285442.1
GL197053.1	NW_003222003.1
GL237293.1	NW_003262243.1
GL224047.1	NW_003248997.1
GL244115.1	NW_003269065.1
GL250508.1	NW_003275458.1
GL203837.1	NW_003228787.1
GL267090.1	NW_003292040.1
GL222740.1	NW_003247690.1
GL256672.1	NW_003281622.1
GL234508.1	NW_003259458.1
GL201516.1	NW_003226466.1
GL269300.1	NW_003294250.1
GL205319.1	NW_003230269.1
GL226191.1	NW_003251141.1
GL202672.1	NW_003227622.1
GL273382.1	NW_003298332.1
GL213482.1	NW_003238432.1
GL194854.1	NW_003219804.1
GL249311.1	NW_003274261.1
GL214984.1	NW_003239934.1
GL202923.1	NW_003227873.1
GL215752.1	NW_003240702.1
GL221921.1	NW_003246871.1
GL207785.1	NW_003232735.1
GL251160.1	NW_003276110.1
GL204424.1	NW_003229374.1
GL202591.1	NW_003227541.1
GL235435.1	NW_003260385.1
GL255844.1	NW_003280794.1
GL202008.1	NW_003226958.1
GL216364.1	NW_003241314.1
GL239583.1	NW_003264533.1
GL244026.1	NW_003268976.1
GL205988.1	NW_003230938.1
GL234242.1	NW_003259192.1
GL208519.1	NW_003233469.1
GL233545.1	NW_003258495.1
GL270966.1	NW_003295916.1
GL245679.1	NW_003270629.1
GL267193.1	NW_003292143.1
GL273379.1	NW_003298329.1
GL244824.1	NW_003269774.1
GL211949.1	NW_003236899.1
GL235598.1	NW_003260548.1
GL198896.1	NW_003223846.1
GL273439.1	NW_003298389.1
GL246832.1	NW_003271782.1
GL213459.1	NW_003238409.1
GL208455.1	NW_003233405.1
GL210076.1	NW_003235026.1
GL241239.1	NW_003266189.1
GL228957.1	NW_003253907.1
GL271918.1	NW_003296868.1
GL264022.1	NW_003288972.1
GL208480.1	NW_003233430.1
GL221397.1	NW_003246347.1
GL255420.1	NW_003280370.1
GL264850.1	NW_003289800.1
GL253817.1	NW_003278767.1
GL240850.1	NW_003265800.1
GL245867.1	NW_003270817.1
GL232033.1	NW_003256983.1
GL196432.1	NW_003221382.1
GL192916.1	NW_003217866.1
GL200644.1	NW_003225594.1
GL264185.1	NW_003289135.1
GL192446.1	NW_003217396.1
GL246414.1	NW_003271364.1
GL208872.1	NW_003233822.1
GL195721.1	NW_003220671.1
GL250038.1	NW_003274988.1
GL266369.1	NW_003291319.1
GL233780.1	NW_003258730.1
GL224174.1	NW_003249124.1
GL261962.1	NW_003286912.1
GL209326.1	NW_003234276.1
GL236246.1	NW_003261196.1
GL254715.1	NW_003279665.1
GL232403.1	NW_003257353.1
GL216597.1	NW_003241547.1
GL263781.1	NW_003288731.1
GL230895.1	NW_003255845.1
GL245226.1	NW_003270176.1
GL242899.1	NW_003267849.1
GL200800.1	NW_003225750.1
GL218513.1	NW_003243463.1
GL258645.1	NW_003283595.1
GL240213.1	NW_003265163.1
GL244934.1	NW_003269884.1
GL265613.1	NW_003290563.1
GL220737.1	NW_003245687.1
GL249170.1	NW_003274120.1
GL193334.1	NW_003218284.1
GL225506.1	NW_003250456.1
GL241122.1	NW_003266072.1
GL248495.1	NW_003273445.1
GL202860.1	NW_003227810.1
GL264825.1	NW_003289775.1
GL270616.1	NW_003295566.1
GL223462.1	NW_003248412.1
GL226998.1	NW_003251948.1
GL263939.1	NW_003288889.1
GL196011.1	NW_003220961.1
GL270389.1	NW_003295339.1
GL247651.1	NW_003272601.1
GL259818.1	NW_003284768.1
GL228540.1	NW_003253490.1
GL266940.1	NW_003291890.1
GL243180.1	NW_003268130.1
GL192411.1	NW_003217361.1
GL269183.1	NW_003294133.1
GL235428.1	NW_003260378.1
GL210716.1	NW_003235666.1
GL200744.1	NW_003225694.1
GL205186.1	NW_003230136.1
GL256732.1	NW_003281682.1
GL201554.1	NW_003226504.1
GL198505.1	NW_003223455.1
GL193973.1	NW_003218923.1
GL229628.1	NW_003254578.1
GL249223.1	NW_003274173.1
GL227429.1	NW_003252379.1
GL215404.1	NW_003240354.1
GL233799.1	NW_003258749.1
GL253387.1	NW_003278337.1
GL212673.1	NW_003237623.1
GL256431.1	NW_003281381.1
GL272773.1	NW_003297723.1
GL267794.1	NW_003292744.1
GL241173.1	NW_003266123.1
GL242346.1	NW_003267296.1
GL192483.1	NW_003217433.1
GL268074.1	NW_003293024.1
GL197628.1	NW_003222578.1
GL218681.1	NW_003243631.1
GL263298.1	NW_003288248.1
GL256596.1	NW_003281546.1
GL219553.1	NW_003244503.1
GL215698.1	NW_003240648.1
GL272984.1	NW_003297934.1
GL249214.1	NW_003274164.1
GL247060.1	NW_003272010.1
GL235346.1	NW_003260296.1
GL226889.1	NW_003251839.1
GL214808.1	NW_003239758.1
GL199772.1	NW_003224722.1
GL268256.1	NW_003293206.1
GL255315.1	NW_003280265.1
GL265409.1	NW_003290359.1
GL203928.1	NW_003228878.1
GL226590.1	NW_003251540.1
GL272606.1	NW_003297556.1
GL273282.1	NW_003298232.1
GL249727.1	NW_003274677.1
GL267137.1	NW_003292087.1
GL193234.1	NW_003218184.1
GL260288.1	NW_003285238.1
GL237641.1	NW_003262591.1
GL219132.1	NW_003244082.1
GL250690.1	NW_003275640.1
GL219393.1	NW_003244343.1
GL193868.1	NW_003218818.1
GL238776.1	NW_003263726.1
GL209086.1	NW_003234036.1
GL221094.1	NW_003246044.1
GL240246.1	NW_003265196.1
GL248655.1	NW_003273605.1
GL270444.1	NW_003295394.1
GL247715.1	NW_003272665.1
GL233606.1	NW_003258556.1
GL214469.1	NW_003239419.1
GL239427.1	NW_003264377.1
GL239439.1	NW_003264389.1
GL199319.1	NW_003224269.1
GL242191.1	NW_003267141.1
GL231556.1	NW_003256506.1
GL227084.1	NW_003252034.1
GL218578.1	NW_003243528.1
GL267918.1	NW_003292868.1
GL207826.1	NW_003232776.1
GL273426.1	NW_003298376.1
GL263409.1	NW_003288359.1
GL220455.1	NW_003245405.1
GL251306.1	NW_003276256.1
GL236758.1	NW_003261708.1
GL266767.1	NW_003291717.1
GL228320.1	NW_003253270.1
GL217586.1	NW_003242536.1
GL223148.1	NW_003248098.1
GL201182.1	NW_003226132.1
GL223176.1	NW_003248126.1
GL258663.1	NW_003283613.1
GL225706.1	NW_003250656.1
GL266887.1	NW_003291837.1
GL205191.1	NW_003230141.1
GL207588.1	NW_003232538.1
GL216277.1	NW_003241227.1
GL226364.1	NW_003251314.1
GL271210.1	NW_003296160.1
GL261282.1	NW_003286232.1
GL238062.1	NW_003263012.1
GL204793.1	NW_003229743.1
GL250577.1	NW_003275527.1
GL269002.1	NW_003293952.1
GL258931.1	NW_003283881.1
GL196556.1	NW_003221506.1
GL211743.1	NW_003236693.1
GL272074.1	NW_003297024.1
GL238336.1	NW_003263286.1
GL195345.1	NW_003220295.1
GL222135.1	NW_003247085.1
GL220405.1	NW_003245355.1
GL248024.1	NW_003272974.1
GL197071.1	NW_003222021.1
GL245209.1	NW_003270159.1
GL195469.1	NW_003220419.1
GL214841.1	NW_003239791.1
GL210870.1	NW_003235820.1
GL212886.1	NW_003237836.1
GL230042.1	NW_003254992.1
GL236129.1	NW_003261079.1
GL248111.1	NW_003273061.1
GL237356.1	NW_003262306.1
GL216734.1	NW_003241684.1
GL271304.1	NW_003296254.1
GL264895.1	NW_003289845.1
GL229859.1	NW_003254809.1
GL265287.1	NW_003290237.1
GL225642.1	NW_003250592.1
GL193135.1	NW_003218085.1
GL212528.1	NW_003237478.1
GL253908.1	NW_003278858.1
GL201258.1	NW_003226208.1
GL241689.1	NW_003266639.1
GL244940.1	NW_003269890.1
GL265535.1	NW_003290485.1
GL233590.1	NW_003258540.1
GL227220.1	NW_003252170.1
GL266996.1	NW_003291946.1
GL243399.1	NW_003268349.1
GL257651.1	NW_003282601.1
GL256637.1	NW_003281587.1
GL261903.1	NW_003286853.1
GL218240.1	NW_003243190.1
GL251700.1	NW_003276650.1
GL260449.1	NW_003285399.1
GL251018.1	NW_003275968.1
GL220411.1	NW_003245361.1
GL200655.1	NW_003225605.1
GL264038.1	NW_003288988.1
GL212034.1	NW_003236984.1
GL258327.1	NW_003283277.1
GL251502.1	NW_003276452.1
GL202412.1	NW_003227362.1
GL260402.1	NW_003285352.1
GL212974.1	NW_003237924.1
GL213929.1	NW_003238879.1
GL261505.1	NW_003286455.1
GL272805.1	NW_003297755.1
GL213268.1	NW_003238218.1
GL211745.1	NW_003236695.1
GL203298.1	NW_003228248.1
GL208325.1	NW_003233275.1
GL205782.1	NW_003230732.1
GL223604.1	NW_003248554.1
GL272955.1	NW_003297905.1
GL260559.1	NW_003285509.1
GL242072.1	NW_003267022.1
GL241419.1	NW_003266369.1
GL215879.1	NW_003240829.1
GL221013.1	NW_003245963.1
GL273328.1	NW_003298278.1
GL201148.1	NW_003226098.1
GL269965.1	NW_003294915.1
GL212095.1	NW_003237045.1
GL235549.1	NW_003260499.1
GL236980.1	NW_003261930.1
GL217935.1	NW_003242885.1
GL262540.1	NW_003287490.1
GL225976.1	NW_003250926.1
GL200856.1	NW_003225806.1
GL273789.1	NW_003298739.1
GL265460.1	NW_003290410.1
GL195987.1	NW_003220937.1
GL273695.1	NW_003298645.1
GL260953.1	NW_003285903.1
GL241980.1	NW_003266930.1
GL227058.1	NW_003252008.1
GL261495.1	NW_003286445.1
GL238250.1	NW_003263200.1
GL193361.1	NW_003218311.1
GL237342.1	NW_003262292.1
